,level_0,CustomerID,Recency,Frequency,Monetory,R,F,M,RFM,RFM_Score,Loyality
3202,3202,3890.0,170,26,59408.0,4,2,2,422,8,Gold
3203,3203,3891.0,2,39,68693.0,1,2,2,122,5,Platinum
3204,3204,3892.0,34,72,161258.0,2,1,1,211,4,Platinum
3205,3205,3893.0,37,295,278887.0,2,1,1,211,4,Platinum
3206,3206,3894.0,11,24,37062.0,1,2,2,122,5,Platinum
3207,3207,3895.0,32,35,70043.0,2,2,2,222,6,Gold
3208,3208,3896.0,277,7,15066.0,4,3,3,433,10,Silver
3209,3209,3897.0,87,5,73764.0,3,3,2,332,8,Gold
3210,3210,3898.0,120,40,96992.0,3,2,1,321,6,Gold
3211,3211,3899.0,374,8,14194.0,4,3,3,433,10,Silver
3212,3212,3900.0,2,169,372880.0,1,1,1,111,3,Platinum
3213,3213,3901.0,220,54,116762.0,4,1,1,411,6,Gold
3214,3214,3902.0,66,7,14801.0,3,3,3,333,9,Silver
3215,3215,3903.0,61,92,206602.0,3,1,1,311,5,Platinum
3216,3216,3904.0,138,53,107078.0,3,1,1,311,5,Platinum
3217,3217,3905.0,23,8,22350.0,2,3,3,233,8,Gold
3218,3218,3906.0,12,237,532586.0,1,1,1,111,3,Platinum
3219,3219,3907.0,26,269,597237.0,2,1,1,211,4,Platinum
3220,3220,3908.0,30,50,163383.0,2,1,1,211,4,Platinum
3221,3221,3909.0,278,22,13290.0,4,2,3,423,9,Silver
3222,3222,3910.0,11,92,291151.0,1,1,1,111,3,Platinum
3223,3223,3911.0,74,81,236775.0,3,1,1,311,5,Platinum
3224,3224,3912.0,11,23,89052.0,1,2,1,121,4,Platinum
3225,3225,3913.0,9,161,368287.0,1,1,1,111,3,Platinum
3226,3226,3914.0,142,45,25600.0,3,1,3,313,7,Gold
3227,3227,3915.0,26,89,220999.0,2,1,1,211,4,Platinum
3228,3228,3916.0,19,43,90555.0,1,2,1,121,4,Platinum
3229,3229,3917.0,5,18,103668.0,1,2,1,121,4,Platinum
3230,3230,3918.0,67,117,255356.0,3,1,1,311,5,Platinum
3231,3231,3919.0,2,15,40044.0,1,2,2,122,5,Platinum
3232,3232,3920.0,43,68,434140.0,2,1,1,211,4,Platinum
3233,3233,3921.0,228,11,26042.0,4,3,2,432,9,Silver
3234,3234,3922.0,17,61,158482.0,1,1,1,111,3,Platinum
3235,3235,3923.0,48,114,390752.0,2,1,1,211,4,Platinum
3236,3236,3924.0,2,228,240673.0,1,1,1,111,3,Platinum
3237,3237,3925.0,75,27,93470.0,3,2,1,321,6,Gold
3238,3238,3926.0,2,719,2425857.0,1,1,1,111,3,Platinum
3239,3239,3927.0,5,78,188788.0,1,1,1,111,3,Platinum
3240,3240,3928.0,2,320,2146220.0,1,1,1,111,3,Platinum
3241,3241,3929.0,264,16,37982.0,4,2,2,422,8,Gold
3242,3242,3930.0,55,30,226647.0,2,2,1,221,5,Platinum
3243,3243,3931.0,25,11,24248.0,2,3,3,233,8,Gold
3244,3244,3932.0,11,119,322243.0,1,1,1,111,3,Platinum
3245,3245,3933.0,44,15,32961.0,2,2,2,222,6,Gold
3246,3246,3934.0,17,130,406613.0,1,1,1,111,3,Platinum
3247,3247,3935.0,8,284,696510.0,1,1,1,111,3,Platinum
3248,3248,3936.0,32,257,556022.0,2,1,1,211,4,Platinum
3249,3249,3937.0,360,19,35218.0,4,2,2,422,8,Gold
3250,3250,3938.0,128,46,101088.0,3,1,1,311,5,Platinum
3251,3251,3939.0,138,18,33760.0,3,2,2,322,7,Gold
3252,3252,3940.0,142,15,37494.0,3,2,2,322,7,Gold
3253,3253,3941.0,133,35,116128.0,3,2,1,321,6,Gold
3254,3254,3942.0,39,125,311195.0,2,1,1,211,4,Platinum
3255,3255,3943.0,237,19,39956.0,4,2,2,422,8,Gold
3256,3256,3944.0,261,8,17985.0,4,3,3,433,10,Silver
3257,3257,3945.0,17,146,305113.0,1,1,1,111,3,Platinum
3258,3258,3946.0,253,24,47314.0,4,2,2,422,8,Gold
3259,3259,3947.0,31,80,245808.0,2,1,1,211,4,Platinum
3260,3260,3948.0,36,55,106784.0,2,1,1,211,4,Platinum
3261,3261,3949.0,169,31,110221.0,4,2,1,421,7,Gold
3262,3262,3950.0,5,107,222717.0,1,1,1,111,3,Platinum
3263,3263,3951.0,5,391,1213125.0,1,1,1,111,3,Platinum
3264,3264,3952.0,193,5,22980.0,4,3,3,433,10,Silver
3265,3265,3953.0,188,35,31905.0,4,2,2,422,8,Gold
3266,3266,3954.0,170,7,14389.0,4,3,3,433,10,Silver
3267,3267,3955.0,11,23,52949.0,1,2,2,122,5,Platinum
3268,3268,3956.0,45,29,65645.0,2,2,2,222,6,Gold
3269,3269,3957.0,321,10,19482.0,4,3,3,433,10,Silver
3270,3270,3958.0,205,1,39552.0,4,4,2,442,10,Silver
3271,3271,3959.0,23,253,704515.0,2,1,1,211,4,Platinum
3272,3272,3960.0,234,6,16279.0,4,3,3,433,10,Silver
3273,3273,3961.0,38,278,665927.0,2,1,1,211,4,Platinum
3274,3274,3962.0,27,50,153292.0,2,1,1,211,4,Platinum
3275,3275,3963.0,97,120,305960.0,3,1,1,311,5,Platinum
3276,3276,3964.0,129,10,363126.0,3,3,1,331,7,Gold
3277,3277,3965.0,59,45,114791.0,3,1,1,311,5,Platinum
3278,3278,3966.0,17,198,443115.0,1,1,1,111,3,Platinum
3279,3279,3967.0,11,65,138360.0,1,1,1,111,3,Platinum
3280,3280,3968.0,5,167,355833.0,1,1,1,111,3,Platinum
3281,3281,3969.0,4,219,706895.0,1,1,1,111,3,Platinum
3282,3282,3970.0,80,83,105655.0,3,1,1,311,5,Platinum
3283,3283,3971.0,373,18,34924.0,4,2,2,422,8,Gold
3284,3284,3972.0,39,35,92279.0,2,2,1,221,5,Platinum
3285,3285,3973.0,54,43,94571.0,2,2,1,221,5,Platinum
3286,3286,3974.0,3,687,1734068.0,1,1,1,111,3,Platinum
3287,3287,3975.0,12,26,45730.0,1,2,2,122,5,Platinum
3288,3288,3976.0,11,10,20859.0,1,3,3,133,7,Gold
3289,3289,3977.0,20,99,241336.0,1,1,1,111,3,Platinum
3290,3290,3978.0,17,46,314957.0,1,1,1,111,3,Platinum
3291,3291,3979.0,120,15,40499.0,3,2,2,322,7,Gold
3292,3292,3980.0,4,136,415866.0,1,1,1,111,3,Platinum
3293,3293,3981.0,235,8,11351.0,4,3,3,433,10,Silver
3294,3294,3982.0,110,2,6396.0,3,4,4,344,11,Bronze
3295,3295,3983.0,179,35,83694.0,4,2,2,422,8,Gold
3296,3296,3984.0,6,190,376828.0,1,1,1,111,3,Platinum
3297,3297,3985.0,363,1,18048.0,4,4,3,443,11,Bronze
3298,3298,3986.0,1,92,261516.0,1,1,1,111,3,Platinum
3299,3299,3987.0,2,740,723615.0,1,1,1,111,3,Platinum
3300,3300,3988.0,20,406,440936.0,1,1,1,111,3,Platinum
3301,3301,3989.0,18,94,126491.0,1,1,1,111,3,Platinum
3302,3302,3990.0,22,25,40530.0,2,2,2,222,6,Gold
3303,3303,3991.0,33,19,87961.0,2,2,1,221,5,Platinum
3304,3304,3992.0,266,1,1800.0,4,4,4,444,12,Bronze
3305,3305,3993.0,51,74,100397.0,2,1,1,211,4,Platinum
3306,3306,3994.0,159,57,43617.0,4,1,2,412,7,Gold
3307,3307,3995.0,17,21,34882.0,1,2,2,122,5,Platinum
3308,3308,3996.0,9,103,273237.0,1,1,1,111,3,Platinum
3309,3309,3997.0,13,311,483046.0,1,1,1,111,3,Platinum
3310,3310,3998.0,200,38,127685.0,4,2,1,421,7,Gold
3311,3311,3999.0,57,53,42435.0,3,1,2,312,6,Gold
3312,3312,4000.0,11,53,21215.0,1,1,3,113,5,Platinum
3313,3313,4001.0,97,157,151230.0,3,1,1,311,5,Platinum
3314,3314,4002.0,256,3,8400.0,4,4,3,443,11,Bronze
3315,3315,4003.0,25,192,92714.0,2,1,1,211,4,Platinum
3316,3316,4004.0,22,83,84741.0,2,1,2,212,5,Platinum
3317,3317,4005.0,161,12,20827.0,4,3,3,433,10,Silver
3318,3318,4006.0,73,67,46934.0,3,1,2,312,6,Gold
3319,3319,4007.0,54,13,16780.0,2,2,3,223,7,Gold
3320,3320,4008.0,86,72,36660.0,3,1,2,312,6,Gold
3321,3321,4009.0,153,134,240653.0,4,1,1,411,6,Gold
3322,3322,4010.0,76,4,119191.0,3,3,1,331,7,Gold
3323,3323,4011.0,282,14,27096.0,4,2,2,422,8,Gold
3324,3324,4012.0,27,188,241317.0,2,1,1,211,4,Platinum
3325,3325,4013.0,31,10,12933.0,2,3,3,233,8,Gold
3326,3326,4014.0,26,57,46214.0,2,1,2,212,5,Platinum
3327,3327,4015.0,180,46,54095.0,4,1,2,412,7,Gold
3328,3328,4016.0,45,82,78482.0,2,1,2,212,5,Platinum
3329,3329,4017.0,23,111,100470.0,2,1,1,211,4,Platinum
3330,3330,4018.0,23,409,397218.0,2,1,1,211,4,Platinum
3331,3331,4019.0,38,103,159222.0,2,1,1,211,4,Platinum
3332,3332,4020.0,83,147,160585.0,3,1,1,311,5,Platinum
3333,3333,4021.0,75,10,59569.0,3,3,2,332,8,Gold
3334,3334,4022.0,12,42,92837.0,1,2,1,121,4,Platinum
3335,3335,4023.0,18,63,614411.0,1,1,1,111,3,Platinum
3336,3336,4024.0,5,859,947313.0,1,1,1,111,3,Platinum
3337,3337,4025.0,13,139,92144.0,1,1,1,111,3,Platinum
3338,3338,4026.0,15,374,209028.0,1,1,1,111,3,Platinum
3339,3339,4027.0,40,17,5190.0,2,2,4,224,8,Gold
3340,3340,4028.0,5,33,42564.0,1,2,2,122,5,Platinum
3341,3341,4029.0,81,49,425313.0,3,1,1,311,5,Platinum
3342,3342,4030.0,192,5,-2624.0,4,3,4,434,11,Bronze
3343,3343,4031.0,53,13,57648.0,2,2,2,222,6,Gold
3344,3344,4032.0,6,216,257737.0,1,1,1,111,3,Platinum
3345,3345,4033.0,9,78,142742.0,1,1,1,111,3,Platinum
3346,3346,4034.0,299,30,109640.0,4,2,1,421,7,Gold
3347,3347,4035.0,3,23,44025.0,1,2,2,122,5,Platinum
3348,3348,4036.0,35,2,4116.0,2,4,4,244,10,Silver
3349,3349,4037.0,50,61,25546.0,2,1,3,213,6,Gold
3350,3350,4038.0,3,61,53399.0,1,1,2,112,4,Platinum
3351,3351,4039.0,48,23,14644.0,2,2,3,223,7,Gold
3352,3352,4040.0,43,171,180694.0,2,1,1,211,4,Platinum
3353,3353,4041.0,27,136,315141.0,2,1,1,211,4,Platinum
3354,3354,4042.0,43,56,45910.0,2,1,2,212,5,Platinum
3355,3355,4043.0,2,7881,5105789.0,1,1,1,111,3,Platinum
3356,3356,4044.0,304,35,24489.0,4,2,3,423,9,Silver
3357,3357,4045.0,111,5,8056.0,3,3,3,333,9,Silver
3358,3358,4047.0,86,51,113776.0,3,1,1,311,5,Platinum
3359,3359,4048.0,219,26,69052.0,4,2,2,422,8,Gold
3360,3360,4049.0,303,312,616357.0,4,1,1,411,6,Gold
3361,3361,4050.0,12,24,14109.0,1,2,3,123,6,Gold
3362,3362,4051.0,188,15,35090.0,4,2,2,422,8,Gold
3363,3363,4052.0,373,17,28636.0,4,2,2,422,8,Gold
3364,3364,4053.0,6,17,191145.0,1,2,1,121,4,Platinum
3365,3365,4054.0,9,35,1379646.0,1,2,1,121,4,Platinum
3366,3366,4055.0,6,199,676906.0,1,1,1,111,3,Platinum
3367,3367,4056.0,305,25,21605.0,4,2,3,423,9,Silver
3368,3368,4057.0,369,58,29949.0,4,1,2,412,7,Gold
3369,3369,4058.0,4,223,296582.0,1,1,1,111,3,Platinum
3370,3370,4059.0,324,11,38352.0,4,3,2,432,9,Silver
3371,3371,4060.0,60,146,455408.0,3,1,1,311,5,Platinum
3372,3372,4061.0,13,101,101450.0,1,1,1,111,3,Platinum
3373,3373,4062.0,31,386,1312631.0,2,1,1,211,4,Platinum
3374,3374,4063.0,143,10,43183.0,3,3,2,332,8,Gold
3375,3375,4064.0,31,79,151258.0,2,1,1,211,4,Platinum
3376,3376,4065.0,109,40,48614.0,3,2,2,322,7,Gold
3377,3377,4066.0,3,280,256333.0,1,1,1,111,3,Platinum
3378,3378,4067.0,205,10,24648.0,4,3,3,433,10,Silver
3379,3379,4068.0,81,45,208264.0,3,1,1,311,5,Platinum
3380,3380,4069.0,187,47,76464.0,4,1,2,412,7,Gold
3381,3381,4070.0,172,12,29911.0,4,3,2,432,9,Silver
3382,3382,4071.0,44,26,58412.0,2,2,2,222,6,Gold
3383,3383,4072.0,174,6,20151.0,4,3,3,433,10,Silver
3384,3384,4073.0,367,26,63664.0,4,2,2,422,8,Gold
3385,3385,4074.0,306,8,15741.0,4,3,3,433,10,Silver
3386,3386,4075.0,4,145,87399.0,1,1,1,111,3,Platinum
3387,3387,4076.0,4,117,112751.0,1,1,1,111,3,Platinum
3388,3388,4077.0,13,64,27487.0,1,1,2,112,4,Platinum
3389,3389,4078.0,32,109,111110.0,2,1,1,211,4,Platinum
3390,3390,4079.0,131,10,12435.0,3,3,3,333,9,Silver
3391,3391,4080.0,23,80,92893.0,2,1,1,211,4,Platinum
3392,3392,4081.0,214,21,25513.0,4,2,3,423,9,Silver
3393,3393,4082.0,323,93,80492.0,4,1,2,412,7,Gold
3394,3394,4083.0,163,34,38051.0,4,2,2,422,8,Gold
3395,3395,4084.0,59,28,32656.0,3,2,2,322,7,Gold
3396,3396,4085.0,226,16,23059.0,4,2,3,423,9,Silver
3397,3397,4086.0,72,192,130755.0,3,1,1,311,5,Platinum
3398,3398,4087.0,45,16,16803.0,2,2,3,223,7,Gold
3399,3399,4088.0,25,2,41760.0,2,4,2,242,8,Gold
3400,3400,4089.0,173,115,65730.0,4,1,2,412,7,Gold
3401,3401,4090.0,86,28,24612.0,3,2,3,323,8,Gold
3402,3402,4091.0,160,32,24860.0,4,2,3,423,9,Silver
3403,3403,4092.0,168,11,2101.0,4,3,4,434,11,Bronze
3404,3404,4093.0,30,19,12220.0,2,2,3,223,7,Gold
3405,3405,4094.0,22,37,20383.0,2,2,3,223,7,Gold
3406,3406,4095.0,77,34,97413.0,3,2,1,321,6,Gold
3407,3407,4096.0,248,12,8578.0,4,3,3,433,10,Silver
3408,3408,4097.0,374,58,33007.0,4,1,2,412,7,Gold
3409,3409,4098.0,10,39,50843.0,1,2,2,122,5,Platinum
3410,3410,4099.0,313,40,38376.0,4,2,2,422,8,Gold
3411,3411,4100.0,59,59,59663.0,3,1,2,312,6,Gold
3412,3412,4101.0,4,79,51723.0,1,1,2,112,4,Platinum
3413,3413,4102.0,46,94,43080.0,2,1,2,212,5,Platinum
3414,3414,4103.0,89,23,174132.0,3,2,1,321,6,Gold
3415,3415,4104.0,5,695,532472.0,1,1,1,111,3,Platinum
3416,3416,4105.0,65,145,101555.0,3,1,1,311,5,Platinum
3417,3417,4106.0,283,1,21600.0,4,4,3,443,11,Bronze
3418,3418,4107.0,3,38,346015.0,1,2,1,121,4,Platinum
3419,3419,4108.0,375,1,28584.0,4,4,2,442,10,Silver
3420,3420,4109.0,134,21,57814.0,3,2,2,322,7,Gold
3421,3421,4110.0,47,22,22086.0,2,2,3,223,7,Gold
3422,3422,4111.0,14,6,87088.0,1,3,2,132,6,Gold
3423,3423,4112.0,36,39,242971.0,2,2,1,221,5,Platinum
3424,3424,4113.0,135,65,56352.0,3,1,2,312,6,Gold
3425,3425,4114.0,31,88,162856.0,2,1,1,211,4,Platinum
3426,3426,4115.0,57,21,98247.0,3,2,1,321,6,Gold
3427,3427,4116.0,141,28,17364.0,3,2,3,323,8,Gold
3428,3428,4117.0,6,77,50415.0,1,1,2,112,4,Platinum
3429,3429,4118.0,11,43,519784.0,1,2,1,121,4,Platinum
3430,3430,4119.0,160,12,12599.0,4,3,3,433,10,Silver
3431,3431,4120.0,55,17,529598.0,2,2,1,221,5,Platinum
3432,3432,4121.0,133,2,38976.0,3,4,2,342,9,Silver
3433,3433,4122.0,16,2,10948.0,1,4,3,143,8,Gold
3434,3434,4123.0,234,19,17753.0,4,2,3,423,9,Silver
3435,3435,4124.0,40,9,27772.0,2,3,2,232,7,Gold
3436,3436,4125.0,148,1,43632.0,3,4,2,342,9,Silver
3437,3437,4126.0,9,35,1450852.0,1,2,1,121,4,Platinum
3438,3438,4127.0,73,72,65630.0,3,1,2,312,6,Gold
3439,3439,4128.0,40,21,123680.0,2,2,1,221,5,Platinum
3440,3440,4129.0,6,485,327718.0,1,1,1,111,3,Platinum
3441,3441,4130.0,201,19,76010.0,4,2,2,422,8,Gold
3442,3442,4131.0,250,1,1339.0,4,4,4,444,12,Bronze
3443,3443,4132.0,68,30,27737.0,3,2,2,322,7,Gold
3444,3444,4133.0,117,7,54596.0,3,3,2,332,8,Gold
3445,3445,4134.0,172,25,9400.0,4,2,3,423,9,Silver
3446,3446,4135.0,26,249,159439.0,2,1,1,211,4,Platinum
3447,3447,4136.0,143,35,16813.0,3,2,3,323,8,Gold
3448,3448,4137.0,32,103,59321.0,2,1,2,212,5,Platinum
3449,3449,4138.0,38,328,336690.0,2,1,1,211,4,Platinum
3450,3450,4139.0,41,68,223798.0,2,1,1,211,4,Platinum
3451,3451,4140.0,372,48,15607.0,4,1,3,413,8,Gold
3452,3452,4141.0,374,85,35406.0,4,1,2,412,7,Gold
3453,3453,4142.0,167,14,26572.0,4,2,2,422,8,Gold
3454,3454,4143.0,212,30,84855.0,4,2,2,422,8,Gold
3455,3455,4144.0,242,31,15456.0,4,2,3,423,9,Silver
3456,3456,4145.0,52,14,38010.0,2,2,2,222,6,Gold
3457,3457,4146.0,25,176,95633.0,2,1,1,211,4,Platinum
3458,3458,4147.0,16,295,527431.0,1,1,1,111,3,Platinum
3459,3459,4148.0,373,64,40181.0,4,1,2,412,7,Gold
3460,3460,4149.0,30,21,48845.0,2,2,2,222,6,Gold
3461,3461,4150.0,366,12,43618.0,4,3,2,432,9,Silver
3462,3462,4151.0,36,146,91963.0,2,1,1,211,4,Platinum
3463,3463,4152.0,166,30,126434.0,4,2,1,421,7,Gold
3464,3464,4153.0,146,48,19817.0,3,1,3,313,7,Gold
3465,3465,4154.0,23,23,72051.0,2,2,2,222,6,Gold
3466,3466,4155.0,66,1,2580.0,3,4,4,344,11,Bronze
3467,3467,4156.0,188,13,32105.0,4,2,2,422,8,Gold
3468,3468,4157.0,14,39,21465.0,1,2,3,123,6,Gold
3469,3469,4158.0,237,29,82070.0,4,2,2,422,8,Gold
3470,3470,4159.0,227,5,10042.0,4,3,3,433,10,Silver
3471,3471,4160.0,123,84,86595.0,3,1,2,312,6,Gold
3472,3472,4161.0,284,2,20327.0,4,4,3,443,11,Bronze
3473,3473,4162.0,75,177,275497.0,3,1,1,311,5,Platinum
3474,3474,4163.0,38,91,49759.0,2,1,2,212,5,Platinum
3475,3475,4164.0,15,58,65468.0,1,1,2,112,4,Platinum
3476,3476,4165.0,363,40,20425.0,4,2,3,423,9,Silver
3477,3477,4166.0,4,60,29991.0,1,1,2,112,4,Platinum
3478,3478,4167.0,24,21,46551.0,2,2,2,222,6,Gold
3479,3479,4168.0,71,30,276938.0,3,2,1,321,6,Gold
3480,3480,4169.0,236,32,31215.0,4,2,2,422,8,Gold
3481,3481,4170.0,257,14,21562.0,4,2,3,423,9,Silver
3482,3482,4171.0,374,28,13417.0,4,2,3,423,9,Silver
3483,3483,4172.0,156,31,31322.0,4,2,2,422,8,Gold
3484,3484,4173.0,29,31,19864.0,2,2,3,223,7,Gold
3485,3485,4174.0,5,46,19647.0,1,1,3,113,5,Platinum
3486,3486,4175.0,33,122,190180.0,2,1,1,211,4,Platinum
3487,3487,4176.0,88,3,71200.0,3,4,2,342,9,Silver
3488,3488,4177.0,109,28,13962.0,3,2,3,323,8,Gold
3489,3489,4178.0,52,5,4221.0,2,3,4,234,9,Silver
3490,3490,4179.0,36,190,106529.0,2,1,1,211,4,Platinum
3491,3491,4180.0,153,21,48809.0,4,2,2,422,8,Gold
3492,3492,4181.0,99,21,14054.0,3,2,3,323,8,Gold
3493,3493,4182.0,6,10,25714.0,1,3,3,133,7,Gold
3494,3494,4183.0,337,5,9834.0,4,3,3,433,10,Silver
3495,3495,4184.0,66,33,13844.0,3,2,3,323,8,Gold
3496,3496,4185.0,22,111,67050.0,2,1,2,212,5,Platinum
3497,3497,4186.0,36,53,102388.0,2,1,1,211,4,Platinum
3498,3498,4187.0,33,95,51581.0,2,1,2,212,5,Platinum
3499,3499,4188.0,155,19,8013.0,4,2,3,423,9,Silver
3500,3500,4189.0,21,19,45323.0,1,2,2,122,5,Platinum
3501,3501,4190.0,12,470,602621.0,1,1,1,111,3,Platinum
3502,3502,4191.0,54,7,17526.0,2,3,3,233,8,Gold
3503,3503,4192.0,25,121,70219.0,2,1,2,212,5,Platinum
3504,3504,4193.0,5,127,252913.0,1,1,1,111,3,Platinum
3505,3505,4194.0,46,47,27159.0,2,1,2,212,5,Platinum
3506,3506,4195.0,205,7,22128.0,4,3,3,433,10,Silver
3507,3507,4196.0,360,5,9554.0,4,3,3,433,10,Silver
3508,3508,4197.0,69,21,41770.0,3,2,2,322,7,Gold
3509,3509,4198.0,8,358,794105.0,1,1,1,111,3,Platinum
3510,3510,4199.0,289,19,48944.0,4,2,2,422,8,Gold
3511,3511,4200.0,12,3,19696.0,1,4,3,143,8,Gold
3512,3512,4201.0,12,21,44052.0,1,2,2,122,5,Platinum
3513,3513,4202.0,23,46,262679.0,2,1,1,211,4,Platinum
3514,3514,4203.0,179,27,92791.0,4,2,1,421,7,Gold
3515,3515,4204.0,134,7,100126.0,3,3,1,331,7,Gold
3516,3516,4205.0,6,138,292298.0,1,1,1,111,3,Platinum
3517,3517,4206.0,76,10,37070.0,3,3,2,332,8,Gold
3518,3518,4207.0,41,37,48945.0,2,2,2,222,6,Gold
3519,3519,4208.0,293,1,10716.0,4,4,3,443,11,Bronze
3520,3520,4209.0,27,472,274006.0,2,1,1,211,4,Platinum
3521,3521,4210.0,258,25,54812.0,4,2,2,422,8,Gold
3522,3522,4211.0,156,34,3432.0,4,2,4,424,10,Silver
3523,3523,4212.0,118,76,551439.0,3,1,1,311,5,Platinum
3524,3524,4213.0,374,13,59355.0,4,2,2,422,8,Gold
3525,3525,4214.0,24,153,326306.0,2,1,1,211,4,Platinum
3526,3526,4215.0,9,227,359266.0,1,1,1,111,3,Platinum
3527,3527,4216.0,218,29,39746.0,4,2,2,422,8,Gold
3528,3528,4217.0,46,126,760924.0,2,1,1,211,4,Platinum
3529,3529,4218.0,23,1,59592.0,2,4,2,242,8,Gold
3530,3530,4219.0,39,17,44410.0,2,2,2,222,6,Gold
3531,3531,4220.0,26,73,98389.0,2,1,1,211,4,Platinum
3532,3532,4221.0,22,2,17772.0,2,4,3,243,9,Silver
3533,3533,4222.0,331,29,77731.0,4,2,2,422,8,Gold
3534,3534,4223.0,275,7,15220.0,4,3,3,433,10,Silver
3535,3535,4224.0,152,3,-14052.0,3,4,4,344,11,Bronze
3536,3536,4225.0,62,39,23326.0,3,2,3,323,8,Gold
3537,3537,4226.0,4,90,1092102.0,1,1,1,111,3,Platinum
3538,3538,4227.0,94,38,271296.0,3,2,1,321,6,Gold
3539,3539,4228.0,82,70,397510.0,3,1,1,311,5,Platinum
3540,3540,4229.0,313,21,76805.0,4,2,2,422,8,Gold
3541,3541,4230.0,12,211,123503.0,1,1,1,111,3,Platinum
3542,3542,4231.0,8,109,347407.0,1,1,1,111,3,Platinum
3543,3543,4232.0,128,19,22579.0,3,2,3,323,8,Gold
3544,3544,4233.0,12,41,26205.0,1,2,2,122,5,Platinum
3545,3545,4234.0,3,322,10654918.0,1,1,1,111,3,Platinum
3546,3546,4235.0,38,36,90190.0,2,2,1,221,5,Platinum
3547,3547,4236.0,38,18,13474.0,2,2,3,223,7,Gold
3548,3548,4237.0,330,39,49084.0,4,2,2,422,8,Gold
3549,3549,4238.0,250,19,29891.0,4,2,2,422,8,Gold
3550,3550,4239.0,2,453,1007860.0,1,1,1,111,3,Platinum
3551,3551,4240.0,20,48,22670.0,1,1,3,113,5,Platinum
3552,3552,4241.0,13,26,46376.0,1,2,2,122,5,Platinum
3553,3553,4242.0,375,1,10080.0,4,4,3,443,11,Bronze
3554,3554,4243.0,291,28,24197.0,4,2,3,423,9,Silver
3555,3555,4244.0,69,375,176417.0,3,1,1,311,5,Platinum
3556,3556,4245.0,26,72,60310.0,2,1,2,212,5,Platinum
3557,3557,4246.0,11,1271,703252.0,1,1,1,111,3,Platinum
3558,3558,4247.0,368,30,22364.0,4,2,3,423,9,Silver
3559,3559,4248.0,215,17,13030.0,4,2,3,423,9,Silver
3560,3560,4249.0,152,32,92731.0,3,2,1,321,6,Gold
3561,3561,4250.0,9,361,244646.0,1,1,1,111,3,Platinum
3562,3562,4251.0,25,36,88386.0,2,2,1,221,5,Platinum
3563,3563,4252.0,30,197,147560.0,2,1,1,211,4,Platinum
3564,3564,4253.0,61,55,27709.0,3,1,2,312,6,Gold
3565,3565,4254.0,20,47,43601.0,1,1,2,112,4,Platinum
3566,3566,4255.0,244,14,13871.0,4,2,3,423,9,Silver
3567,3567,4256.0,13,69,140789.0,1,1,1,111,3,Platinum
3568,3568,4258.0,33,20,79473.0,2,2,2,222,6,Gold
3569,3569,4259.0,67,38,88508.0,3,2,1,321,6,Gold
3570,3570,4260.0,297,8,17888.0,4,3,3,433,10,Silver
3571,3571,4261.0,18,156,1109062.0,1,1,1,111,3,Platinum
3572,3572,4262.0,369,1,-4476.0,4,4,4,444,12,Bronze
3573,3573,4263.0,156,18,162856.0,4,2,1,421,7,Gold
3574,3574,4264.0,117,61,126415.0,3,1,1,311,5,Platinum
3575,3575,4265.0,8,43,372376.0,1,2,1,121,4,Platinum
3576,3576,4266.0,13,220,417701.0,1,1,1,111,3,Platinum
3577,3577,4267.0,144,10,25569.0,3,3,3,333,9,Silver
3578,3578,4268.0,46,7,27904.0,2,3,2,232,7,Gold
3579,3579,4269.0,51,16,76835.0,2,2,2,222,6,Gold
3580,3580,4270.0,34,37,73054.0,2,2,2,222,6,Gold
3581,3581,4271.0,135,38,80538.0,3,2,2,322,7,Gold
3582,3582,4272.0,4,21,55462.0,1,2,2,122,5,Platinum
3583,3583,4273.0,76,28,48381.0,3,2,2,322,7,Gold
3584,3584,4274.0,13,138,87381.0,1,1,1,111,3,Platinum
3585,3585,4275.0,10,35,65272.0,1,2,2,122,5,Platinum
3586,3586,4276.0,302,22,57679.0,4,2,2,422,8,Gold
3587,3587,4277.0,58,39,78931.0,3,2,2,322,7,Gold
3588,3588,4278.0,16,81,205612.0,1,1,1,111,3,Platinum
3589,3589,4279.0,38,23,46953.0,2,2,2,222,6,Gold
3590,3590,4280.0,179,10,41252.0,4,3,2,432,9,Silver
3591,3591,4281.0,9,43,152761.0,1,2,1,121,4,Platinum
3592,3592,4282.0,177,140,146333.0,4,1,1,411,6,Gold
3593,3593,4283.0,62,9,24160.0,3,3,3,333,9,Silver
3594,3594,4284.0,37,38,116519.0,2,2,1,221,5,Platinum
3595,3595,4285.0,60,56,144081.0,3,1,1,311,5,Platinum
3596,3596,4286.0,18,197,892248.0,1,1,1,111,3,Platinum
3597,3597,4287.0,87,31,276968.0,3,2,1,321,6,Gold
3598,3598,4288.0,11,1,14750.0,1,4,3,143,8,Gold
3599,3599,4289.0,356,33,55805.0,4,2,2,422,8,Gold
3600,3600,4290.0,33,75,165550.0,2,1,1,211,4,Platinum
3601,3601,4291.0,121,98,208824.0,3,1,1,311,5,Platinum
3602,3602,4292.0,10,90,252565.0,1,1,1,111,3,Platinum
3603,3603,4293.0,5,117,261429.0,1,1,1,111,3,Platinum
3604,3604,4294.0,25,43,44268.0,2,2,2,222,6,Gold
